核心客户号|签约日期|当前签约日期|零售签约产品代码|零售签约产品描述|签约口径说明
1527314918|2016/1/11|2016/1/11|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1270619819|2016/2/18|2016/2/18|10172|保障型保险|INSUR_CATE_CODE = '2'
1148721755|2014/7/20|2014/7/20|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1515577031|2014/11/27|2014/11/27|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1509198018|2014/5/8|2014/5/8|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1527594348|2016/1/22|2016/1/22|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1527612232|2016/1/23|2016/1/23|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1509124606|2016/3/21|2016/3/21|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1506666455|2015/5/24|2015/5/24|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1505699289|2013/12/20|2013/12/20|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1506165934|2014/1/12|2014/1/12|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1505508603|2016/2/14|2016/2/14|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1100844524|2015/10/30|2016/2/19|10172|保障型保险|INSUR_CATE_CODE = '2'
1519841466|2015/3/19|2015/4/2|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1516180217|2014/12/13|2014/12/13|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1527840999|2016/2/3|2016/2/3|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1500454361|2013/4/25|2014/8/17|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1519238606|2015/2/14|2015/2/14|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1522510133|2015/9/7|2015/9/10|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1503964611|2013/10/18|2013/10/18|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1504943963|2014/8/22|2014/8/22|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1166405259|2009/3/31|2009/3/31|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1517857569|2016/1/5|2016/1/5|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1296741365|2016/1/21|2016/1/21|10172|保障型保险|INSUR_CATE_CODE = '2'
1517619718|2015/1/13|2015/1/13|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1209553991|2014/9/22|2014/9/22|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1516900494|2015/1/8|2015/1/8|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1527596289|2016/1/22|2016/1/22|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1521530416|2015/5/22|2015/5/22|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1519730618|2015/6/3|2015/6/3|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1099848698|2012/3/8|2015/5/14|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1100510729|2014/3/5|2014/3/5|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1226942618|2014/4/12|2014/4/12|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1505699289|2016/1/26|2016/1/26|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1207451660|2016/2/1|2016/2/1|10172|保障型保险|INSUR_CATE_CODE = '2'
1519105869|2015/2/9|2015/2/9|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1513453704|2014/9/21|2014/9/21|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1505082356|2013/11/29|2015/4/9|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1513228261|2016/2/3|2016/2/3|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1505918346|2013/12/29|2013/12/29|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1522917301|2016/2/29|2016/3/2|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1508208828|2014/4/11|2014/4/11|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1516411839|2014/12/22|2015/6/10|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1142249101|2014/3/7|2014/3/7|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1519917233|2016/1/30|2016/2/18|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1179820245|2016/1/2|2016/1/2|10172|保障型保险|INSUR_CATE_CODE = '2'
1527900891|2016/2/9|2016/2/9|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1502467374|2016/1/19|2016/1/19|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1511608303|2014/7/22|2014/7/22|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1527165563|2016/1/4|2016/1/4|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1500067104|2013/2/20|2013/2/20|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1164115206|2007/7/16|2007/7/16|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1182389290|2016/2/24|2016/2/24|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1196947240|2010/2/8|2015/4/5|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1197108524|2013/10/31|2013/10/31|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1521822558|2016/1/12|2016/1/19|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1522011007|2016/1/26|2016/1/26|10172|保障型保险|INSUR_CATE_CODE = '2'
1261253850|2014/10/20|2014/10/20|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1296744983|2016/1/8|2016/1/8|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1516243783|2014/12/16|2014/12/16|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1511311163|2014/7/10|2016/2/14|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1522603572|2015/6/24|2015/6/24|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1522146354|2015/7/13|2015/7/13|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1131778538|2012/1/9|2012/1/9|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1525654928|2015/11/2|2015/11/2|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1263557291|2016/2/5|2016/2/5|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1527103084|2016/3/15|2016/3/15|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1517619525|2016/1/11|2016/1/11|10172|保障型保险|INSUR_CATE_CODE = '2'
1520547375|2015/4/14|2015/4/14|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1527217370|2016/1/6|2016/1/6|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1524587237|2015/9/16|2015/9/16|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1500895318|2013/5/29|2015/4/2|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1234367378|2010/1/12|2015/3/19|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1514750360|2015/7/23|2015/7/23|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1513749171|2015/1/19|2015/1/19|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1503740963|2013/10/9|2013/10/9|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1237005008|2012/1/18|2012/1/18|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1527640194|2016/1/25|2016/1/25|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1526674805|2016/1/19|2016/1/19|10172|保障型保险|INSUR_CATE_CODE = '2'
1314879124|2013/3/28|2013/3/28|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1153004452|2015/8/4|2015/8/4|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1153018880|2007/3/6|2015/12/31|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1527919668|2016/2/14|2016/2/14|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1526181976|2015/11/23|2015/11/23|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1516900494|2015/3/20|2015/3/20|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1504913693|2014/7/10|2014/7/10|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1309892933|2012/4/29|2015/8/19|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1517381281|2015/1/12|2015/1/12|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1513413535|2015/12/30|2015/12/30|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1517863148|2016/1/25|2016/1/25|10172|保障型保险|INSUR_CATE_CODE = '2'
1519959014|2015/3/24|2015/3/24|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1506855700|2014/2/24|2014/2/24|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1507342463|2014/3/12|2015/12/15|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1527172665|2016/1/4|2016/1/4|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1136995605|2006/11/22|2013/6/29|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1213910002|2009/3/25|2009/3/25|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1236861348|2014/10/13|2014/10/13|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1280327917|2015/12/6|2015/12/6|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1510523817|2014/6/18|2014/6/18|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1516411839|2015/6/10|2016/1/12|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1182433355|2016/2/16|2016/2/16|10172|保障型保险|INSUR_CATE_CODE = '2'
1518897429|2015/1/30|2016/2/18|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1519019298|2015/2/5|2015/2/5|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1527238254|2016/1/7|2016/1/7|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1196947240|2008/6/12|2015/3/9|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1510214781|2014/6/10|2014/6/10|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1522122809|2015/6/23|2015/7/3|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1515165554|2014/11/26|2014/11/26|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1080688453|2015/6/3|2015/6/3|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1519765472|2015/4/13|2015/4/13|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1525560102|2016/2/4|2016/2/4|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1528018199|2016/2/19|2016/2/19|10172|保障型保险|INSUR_CATE_CODE = '2'
1325409832|2014/1/4|2014/1/4|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1506945589|2015/4/8|2015/4/8|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1115211602|2013/11/15|2013/11/15|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1525654928|2015/11/2|2015/11/2|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1519574517|2015/3/10|2015/3/10|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1264664973|2012/10/29|2016/1/13|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1527616149|2016/2/4|2016/2/4|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1092817452|2011/6/29|2011/6/29|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1270619819|2012/4/17|2012/4/17|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1510189555|2016/1/11|2016/2/18|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1527588873|2016/1/22|2016/1/22|10172|保障型保险|INSUR_CATE_CODE = '2'
1168881509|2014/12/11|2014/12/11|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1501933438|2013/7/11|2013/7/11|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1101706429|2012/1/29|2012/1/29|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1503740963|2013/10/9|2013/10/9|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1179602698|2007/12/8|2014/5/11|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1510559537|2015/12/21|2015/12/21|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1526924251|2015/12/23|2015/12/23|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1340261381|2016/1/11|2016/1/11|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1506497663|2014/1/28|2014/1/28|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1505920158|2015/10/16|2016/1/25|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1506320275|2016/2/17|2016/2/17|10172|保障型保险|INSUR_CATE_CODE = '2'
1527122433|2015/12/31|2015/12/31|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1509081982|2014/5/5|2014/5/5|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1518251455|2015/12/15|2015/12/15|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1309892933|2012/4/29|2012/4/29|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1220428903|2009/6/18|2015/11/9|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1506399972|2016/1/12|2016/1/12|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1501350192|2013/6/19|2013/6/19|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1273368690|2011/5/13|2015/1/14|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1506024792|2014/1/4|2014/1/4|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1521176528|2015/5/8|2016/2/18|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1131294113|2016/1/19|2016/1/19|10172|保障型保险|INSUR_CATE_CODE = '2'
1237510120|2014/12/12|2015/12/5|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1511440953|2014/7/15|2014/7/15|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1505539605|2013/12/15|2013/12/15|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1280327917|2011/7/19|2015/12/6|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1508868241|2014/4/27|2014/4/27|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1218617917|2016/1/29|2016/1/29|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1098223067|2013/1/23|2013/1/23|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1527904904|2016/2/11|2016/2/11|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1207451660|2009/12/21|2009/12/21|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1526432058|2016/2/1|2016/2/1|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1184351140|2015/9/13|2016/1/23|10172|保障型保险|INSUR_CATE_CODE = '2'
1527919649|2016/2/14|2016/2/14|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1527746735|2016/1/29|2016/1/29|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1526269809|2015/11/26|2015/11/26|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1080688453|2015/6/3|2016/2/5|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1278701255|2011/7/2|2012/9/5|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1148346565|2007/9/20|2015/8/19|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1516533865|2014/12/25|2015/10/26|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1500093501|2013/3/3|2013/3/3|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1235970466|2015/6/23|2015/6/23|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1506766301|2016/1/19|2016/1/19|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1522368638|2016/2/19|2016/2/19|10172|保障型保险|INSUR_CATE_CODE = '2'
1522788432|2015/6/30|2015/6/30|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1513437868|2014/9/21|2014/9/21|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1523196054|2015/7/19|2015/7/19|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1092817452|2004/7/15|2011/6/29|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1522861813|2015/7/3|2015/7/3|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1245151099|2016/2/24|2016/2/24|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1121313781|2012/2/17|2012/2/17|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1504361595|2013/11/4|2013/11/4|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1517619525|2015/1/13|2015/1/13|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1522150818|2015/6/11|2016/1/8|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1527952710|2016/2/16|2016/2/16|10172|保障型保险|INSUR_CATE_CODE = '2'
1523279807|2015/7/23|2015/7/23|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1525014019|2015/10/6|2015/10/6|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1506992645|2014/3/1|2014/3/1|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1340261381|2012/12/13|2012/12/13|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1134182339|2006/10/30|2016/1/25|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1507496426|2015/2/3|2015/2/3|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1524453203|2016/1/28|2016/1/28|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1504346002|2013/11/3|2013/12/14|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1520956249|2015/7/21|2015/7/21|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1519439929|2016/2/5|2016/2/5|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1527951556|2016/2/16|2016/2/16|10172|保障型保险|INSUR_CATE_CODE = '2'
1516567145|2014/12/26|2014/12/26|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1509370484|2014/7/17|2014/7/17|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1512493391|2014/8/22|2014/8/22|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1273368690|2011/5/13|2015/1/14|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1521417035|2015/5/18|2015/12/28|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1208581654|2015/4/30|2015/4/30|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1515326716|2014/11/20|2014/11/20|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1267701036|2012/4/24|2012/4/24|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1517863148|2015/1/14|2015/1/14|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1504879568|2016/2/1|2016/2/1|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1523198524|2015/9/8|2016/2/18|10172|保障型保险|INSUR_CATE_CODE = '2'
1282521648|2014/10/16|2014/10/16|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1343865260|2013/1/25|2013/1/25|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1527295171|2016/1/10|2016/1/10|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1527904904|2016/2/11|2016/2/11|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1514674595|2014/11/1|2014/11/1|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1076254466|2013/1/10|2013/1/10|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1106475774|2012/10/29|2015/10/23|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1296499079|2011/12/30|2011/12/30|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1524412088|2015/10/9|2015/10/9|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1502338032|2016/1/13|2016/1/13|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1217870360|2016/1/18|2016/1/18|10172|保障型保险|INSUR_CATE_CODE = '2'
1270190157|2013/11/8|2013/11/8|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1516737515|2015/1/1|2015/1/1|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1105898225|2006/5/24|2006/5/24|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1500093501|2013/3/3|2015/10/19|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1527397495|2016/1/14|2016/2/18|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1322192055|2015/5/11|2015/5/13|10115|消费贷标志|STAT_CLASS_CD 为 03的客户且贷款余额>1
1515564452|2014/11/27|2014/11/27|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1519243087|2015/2/14|2015/2/14|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1527873641|2016/2/15|2016/2/15|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
