I_CODE	A_TYPE	M_TYPE	PRODUCT_CYCLIC	RISK_GRADE	COLLECT_CURRENCY	COLLECT_DATE_BEG	COLLECT_DATE_END	BASE_SALE_AMOUNT	REDEEM_SETTLE_ACCOUNT_NAME	REP_MTR_DATE	REP_RTN_RATE	REP_BEG_DATE	START_DT
FGAA13115B	SPT_LBS	X_CNBD	0	2	CNY	2013-07-30	2013-07-30	50000000.000000	非凡资产管理季增利对公款	2013-10-31	0.057000	2013-07-31	2015/10/15
FSAA15412F	SPT_LBS	X_CNBD		2	CNY	2015-08-27	2015-08-27	50000.000000	非凡资产管理4个月增利普通款	2016-01-06	0.050000	2015-09-02	2015/10/15
FSFA15091A	SPT_LBS	X_CNBD		1	CNY	2015-05-07	2015-05-07	50000.000000	非凡资产管理35天保本普通款	2015-06-15	0.042000	2015-05-13	2015/12/21
FSAA1583PA	SPT_LBS	X_CNBD		2	CNY	2015-10-15	2015-10-15	50000.000000	非凡资产管理4个月增利普通款	2016-02-25	0.048000	2015-10-22	2015/10/19
FGAA15633B	SPT_LBS	X_CNBD		2	CNY	2015-11-09	2015-11-09	500000.000000	非凡资产管理季增利对公款	2016-02-16	0.044500	2015-11-12	2015/11/20
FGFA14011B	SPT_LBS	X_CNBD		2	CNY	2014-08-29	2014-08-29	500000.000000	非凡资产管理双月保本对公款	2014-10-30	0.042000	2014-09-03	2015/10/15
FGAA13186B	SPT_LBS	X_CNBD	107	2	CNY	2013-12-09	2013-12-11	500000.000000		2014-02-12	0.055000	2013-12-12	2015/10/15
FGAA13175T	SPT_LBS	X_CNBD	104	2	CNY	2013-11-14	2013-11-18	10000000.000000		2014-02-19	0.055000	2013-11-19	2015/10/15
FSAA14001R	SPT_LBS	X_CNBD	113	2	CNY	2014-01-15	2014-01-20	100000.000000		2014-02-25	0.060000	2014-01-21	2015/10/15
FSAA1555EB	SPT_LBS	X_CNBD		2	CNY	2015-07-09	2015-07-09	100000.000000	非凡资产管理双月增利普通款	2015-09-15	0.053500	2015-07-15	2015/10/15
FGAA15253C	SPT_LBS	X_CNBD		2	CNY	2015-04-13	2015-04-13	100000000.000000	非凡资产管理35天增利对公款	2015-05-18	0.055000	2015-04-13	2015/12/21
FSFA1603AA	SPT_LBS	X_CNBD		1	CNY	2016-02-14	2016-02-14	50000.000000	非凡资产管理35天保本普通款	2016-03-23	0.035000	2016-02-16	2016/2/3
FGFA14012C	SPT_LBS	X_CNBD		2	CNY	2014-09-04	2014-09-04	500000.000000	非凡资产管理季保本对公款	2014-12-10	0.042500	2014-09-10	2015/10/15
FSAA15108A	SPT_LBS	X_CNBD		2	CNY	2015-03-02	2015-03-02	50000.000000	非凡资产管理半年增利普通款	2015-09-07	0.053500	2015-03-05	2015/10/15
FSAA1545AA	SPT_LBS	X_CNBD		2	CNY	2015-06-04	2015-06-04	50000.000000	非凡资产管理35天增利普通款	2015-07-16	0.053500	2015-06-11	2015/12/21
FSAA14091A	SPT_LBS	X_CNBD	124	2	CNY	2014-04-01	2014-04-01	50000.000000	非凡资产管理季增利普通款	2014-07-08	0.053500	2014-04-08	2015/10/15
FGFA15122A	SPT_LBS	X_CNBD		1	CNY	2015-10-15	2015-10-15	500000.000000	非凡资产管理双月保本对公款	2015-12-22	0.035500	2015-10-22	2015/10/19
FSAA14130D	SPT_LBS	X_CNBD	129	2	CNY	2014-05-09	2014-05-09	1000000.000000	非凡资产管理双月增利尊享款	2014-07-14	0.055000	2014-05-12	2015/10/15
FSAA15272A	SPT_LBS	X_CNBD		2	CNY	2015-06-08	2015-06-08	50000.000000	非凡资产管理双月增利普通款	2015-08-11	0.053000	2015-06-11	2015/12/21
FGAB13010A	SPT_DED	X_CNBD		2	CNY	2013-10-31	2013-10-31	500000.000000	非凡资产管理翠竹5W理财产品周四对公款	2017-12-31	0.038000	2013-11-07	2016/3/31
FSAA14154R	SPT_LBS	X_CNBD	132	2	CNY	2014-05-30	2014-05-30	100000.000000	非凡资产管理双月增利普通款	2014-08-06	0.055000	2014-06-06	2015/10/15
FSAA13260M	SPT_LBS	X_CNBD	107	2	CNY	2013-12-04	2013-12-08	50000.000000		2014-02-10	0.058000	2013-12-09	2015/10/15
FSAA15248B	SPT_LBS	X_CNBD		2	CNY	2015-05-25	2015-05-25	200000.000000	非凡资产管理双月增利高端款	2015-07-28	0.053500	2015-05-28	2015/12/21
FSAA15260D	SPT_LBS	X_CNBD		2	CNY	2015-06-01	2015-06-01	1000000.000000	非凡资产管理双月增利尊享款	2015-08-04	0.054000	2015-06-04	2015/12/21
FGAA15609B	SPT_LBS	X_CNBD		2	CNY	2015-10-19	2015-10-19	500000.000000	非凡资产管理季增利对公款	2016-01-22	0.045500	2015-10-22	2015/10/19
FGAA14133E	SPT_LBS	X_CNBD		2	CNY	2014-09-11	2014-09-11	100000000.000000	非凡资产管理35天增利对公款	2014-10-16	0.052000	2014-09-11	2015/10/15
FSAA16129D	SPT_LBS	X_CNBD		2	CNY	2016-03-28	2016-03-28	1000000.000000	非凡资产管理季增利尊享款	2016-07-01	0.043500	2016-04-01	2016/3/22
FSAA14317B	SPT_LBS	X_CNBD		2	CNY	2014-10-09	2014-10-09	200000.000000	非凡资产管理35天增利高端款	2014-11-18	0.051000	2014-10-14	2015/10/15
FSAA13277N	SPT_LBS	X_CNBD	109	2	CNY	2013-12-19	2013-12-22	100000.000000		2014-03-24	0.064500	2013-12-23	2015/10/15
FSAA1515NA	SPT_LBS	X_CNBD		2	CNY	2015-02-17	2015-02-17	50000.000000	非凡资产管理季增利普通款	2015-05-26	0.057500	2015-02-26	2015/12/21
FSAA14174A	SPT_LBS	X_CNBD	134	2	CNY	2014-06-16	2014-06-16	50000.000000	非凡资产管理双月增利普通款	2014-08-19	0.055000	2014-06-19	2015/10/15
FSAA1501KA	SPT_LBS	X_CNBD		2	CNY	2015-01-04	2015-01-04	50000.000000	非凡资产管理季增利普通款	2015-04-09	0.055500	2015-01-09	2015/12/21
FSAA1504DA	SPT_LBS	X_CNBD		2	CNY	2015-01-13	2015-01-13	100000.000000	非凡资产管理双月增利普通款	2015-03-16	0.055000	2015-01-16	2015/12/21
FGAA14166H	SPT_LBS	X_CNBD		2	CNY	2014-11-07	2014-11-07	100000000.000000	非凡资产管理双月增利对公款	2015-01-06	0.051800	2014-11-07	2015/10/15
FGAA13201A	SPT_LBS	X_CNBD	111	2	CNY	2014-01-02	2014-01-05	500000.000000		2014-02-10	0.057000	2014-01-06	2015/10/15
FSFA1511AA	SPT_LBS	X_CNBD		1	CNY	2015-03-12	2015-03-12	50000.000000	非凡资产管理35天保本普通款	2015-04-20	0.046000	2015-03-16	2015/12/21
FGAA15705Z	SPT_LBS	X_CNBD		2	CNY	2015-12-11	2015-12-11	100000000.000000	非凡资产管理半年增利对公款	2016-06-02	0.041000	2015-12-11	2015/12/21
FGAA15156T	SPT_LBS	X_CNBD		2	CNY	2015-03-05	2015-03-05	10000000.000000	非凡资产管理35天增利对公款	2015-04-13	0.055000	2015-03-09	2015/12/21
FSAA16106B	SPT_LBS	X_CNBD		2	CNY	2016-03-14	2016-03-14	200000.000000	非凡资产管理4个月增利高端款	2016-07-21	0.044000	2016-03-17	2016/3/23
FSAA13102A	SPT_LBS	X_CNBD	0	2	CNY	2013-07-04	2013-07-04	50000.000000	非凡资产管理双月增利普通款	2013-09-09	0.048000	2013-07-08	2015/10/15
FSAA15106B	SPT_LBS	X_CNBD		2	CNY	2015-03-02	2015-03-02	200000.000000	非凡资产管理4个月增利高端款	2015-07-09	0.056000	2015-03-05	2015/12/21
FGIA15005A	SPT_LBS	X_CNBD		1	CNY	2015-12-21	2015-12-21	10000000.000000	非凡资产管理双月保本对公款	2016-02-22	0.034500	2015-12-22	2015/12/21
FSAA15374D	SPT_LBS	X_CNBD		2	CNY	2015-08-04	2015-08-04	1000000.000000	非凡资产管理双月增利尊享款	2015-10-10	0.052000	2015-08-10	2015/10/15
FSAA13128B	SPT_LBS	X_CNBD	0	2	CNY	2013-08-13	2013-08-13	200000.000000	非凡资产管理双月增利高端款	2013-10-16	0.050000	2013-08-16	2015/10/15
FGAA13150H	SPT_LBS	X_CNBD	098	2	CNY	2013-10-08	2013-10-08	500000.000000		2013-12-09	0.054000	2013-10-08	2015/10/15
FSAA15535F	SPT_LBS	X_CNBD		2	CNY	2015-11-06	2015-11-06	100000.000000	非凡资产管理35天增利普通款	2015-12-17	0.047000	2015-11-12	2015/11/4
FSFA14007A	SPT_LBS	X_CNBD		2	CNY	2014-07-14	2014-07-14	50000.000000	非凡资产管理双月保本普通款	2014-09-18	0.042000	2014-07-18	2015/10/15
FSAA14185D	SPT_LBS	X_CNBD	136	2	CNY	2014-06-25	2014-06-25	1000000.000000	非凡资产管理35天增利尊享款	2014-08-05	0.056500	2014-07-01	2015/10/15
FGAA14047A	SPT_LBS	X_CNBD	124	2	CNY	2014-04-03	2014-04-03	500000.000000	非凡资产管理季增利对公款	2014-07-08	0.053000	2014-04-08	2015/10/15
FSAA13095Q	SPT_LBS	X_CNBD	0	2	CNY	2013-06-21	2013-06-21	2000000.000000	非凡资产管理季增利尊享款	2013-09-25	0.068000	2013-06-25	2015/10/15
FSAA15201D	SPT_LBS	X_CNBD		2	CNY	2015-04-27	2015-04-27	1000000.000000	非凡资产管理季增利尊享款	2015-07-30	0.055000	2015-04-30	2015/12/21
FSAA15202D	SPT_LBS	X_CNBD		2	CNY	2015-04-27	2015-04-27	1000000.000000	非凡资产管理4个月增利尊享款	2015-09-03	0.054000	2015-04-30	2015/12/21
FSAA13102R	SPT_LBS	X_CNBD	0	2	CNY	2013-07-05	2013-07-05	100000.000000	非凡资产管理双月增利普通款	2013-09-10	0.052000	2013-07-10	2015/10/15
FSAA13052R	SPT_LBS	X_CNBD	0	2	CNY	2013-04-03	2013-04-03	100000.000000	非凡资产管理半年增利普通款	2013-10-08	0.047500	2013-04-08	2015/10/15
FSAA15519B	SPT_LBS	X_CNBD		2	CNY	2015-10-28	2015-10-28	200000.000000	非凡资产管理季增利高端款	2016-02-03	0.047500	2015-11-03	2015/10/27
FSAA13142B	SPT_LBS	X_CNBD	0	2	CNY	2013-08-23	2013-08-23	200000.000000	非凡资产管理半年增利高端款	2014-02-28	0.051500	2013-08-28	2015/10/15
FSAA13158R	SPT_LBS	X_CNBD	0	2	CNY	2013-09-09	2013-09-09	100000.000000	非凡资产管理半年增利普通款	2014-03-12	0.055000	2013-09-12	2015/10/15
FSFA15156A	SPT_LBS	X_CNBD		1	CNY	2015-08-07	2015-08-07	50000.000000	非凡资产管理35天保本普通款	2015-09-14	0.040000	2015-08-13	2015/12/21
FSAA15067D	SPT_LBS	X_CNBD		2	CNY	2015-02-09	2015-02-09	1000000.000000	非凡资产管理35天增利尊享款	2015-03-20	0.054500	2015-02-13	2015/12/21
FGAA15076C	SPT_LBS	X_CNBD		2	CNY	2015-01-29	2015-01-29	100000000.000000	非凡资产管理35天增利对公款	2015-03-05	0.049000	2015-01-29	2015/12/21
FSAA1583EA	SPT_LBS	X_CNBD		2	CNY	2015-10-15	2015-10-15	50000.000000	非凡资产管理双月增利普通款	2015-12-22	0.047000	2015-10-22	2015/10/15
FSAA16130A	SPT_LBS	X_CNBD		2	CNY	2016-03-28	2016-03-28	50000.000000	非凡资产管理4个月增利普通款	2016-08-05	0.043000	2016-04-01	2016/3/23
FGAA14041B	SPT_LBS	X_CNBD	123	2	CNY	2014-03-31	2014-04-02	500000.000000		2014-05-08	0.052000	2014-04-03	2015/10/15
FGFA15036A	SPT_LBS	X_CNBD		1	CNY	2015-04-16	2015-04-16	500000.000000	非凡资产管理35天保本对公款	2015-05-25	0.044500	2015-04-20	2015/12/21
FSAA13295N	SPT_LBS	X_CNBD	111	2	CNY	2014-01-06	2014-01-07	100000.000000		2014-02-12	0.058500	2014-01-08	2015/10/15
FGAA15492T	SPT_LBS	X_CNBD		2	CNY	2015-07-13	2015-07-13	10000000.000000	非凡资产管理35天增利对公款	2015-08-20	0.051000	2015-07-16	2015/12/21
FSAA14273B	SPT_LBS	X_CNBD		2	CNY	2014-09-12	2014-09-12	200000.000000	非凡资产管理35天增利高端款	2014-10-21	0.054000	2014-09-16	2015/10/15
FSAA14010B	SPT_LBS	X_CNBD	114	2	CNY	2014-01-23	2014-01-26	200000.000000		2014-03-27	0.058000	2014-01-27	2015/10/15
FSAA13279E	SPT_LBS	X_CNBD	109	2	CNY	2013-12-24	2013-12-26	10000000.000000		2014-02-07	0.063500	2013-12-27	2015/10/15
FGAA15687A	SPT_LBS	X_CNBD		2	CNY	2015-12-03	2015-12-03	500000.000000	非凡资产管理4个月增利对公款	2016-04-11	0.043500	2015-12-07	2015/12/21
FGAA15180B	SPT_LBS	X_CNBD		2	CNY	2015-03-16	2015-03-16	500000.000000	非凡资产管理半年增利对公款	2015-09-21	0.054000	2015-03-19	2015/10/15
FSAA13234A	SPT_LBS	X_CNBD	103	2	CNY	2013-11-12	2013-11-13	50000.000000		2014-05-14	0.053000	2013-11-14	2015/10/15
FGAA14079C	SPT_LBS	X_CNBD	132	2	CNY	2014-06-06	2014-06-06	100000000.000000	非凡资产管理季增利对公款	2014-09-09	0.053000	2014-06-06	2015/10/15
FSAA13237B	SPT_LBS	X_CNBD	104	2	CNY	2013-11-14	2013-11-18	200000.000000		2014-02-19	0.054500	2013-11-19	2015/10/15
FSAA13155A	SPT_LBS	X_CNBD	0	2	CNY	2013-09-05	2013-09-05	50000.000000	非凡资产管理35天增利普通款	2013-10-15	0.047000	2013-09-10	2015/10/15
FGAA14183A	SPT_LBS	X_CNBD		2	CNY	2014-11-27	2014-11-27	500000.000000	非凡资产管理季增利对公款	2015-03-02	0.049000	2014-12-01	2015/10/15
FGAA15589T	SPT_LBS	X_CNBD		2	CNY	2015-09-21	2015-09-21	10000000.000000	非凡资产管理双月增利对公款	2015-11-24	0.047000	2015-09-24	2015/10/15
FSAA14330R	SPT_LBS	X_CNBD		2	CNY	2014-10-16	2014-10-16	100000.000000	非凡资产管理双月增利普通款	2014-12-23	0.052000	2014-10-23	2015/10/15
FSAA14267B	SPT_LBS	X_CNBD		2	CNY	2014-09-05	2014-09-05	200000.000000	非凡资产管理季增利高端款	2014-12-09	0.052500	2014-09-09	2015/10/15
FSAA13242A	SPT_LBS	X_CNBD	104	2	CNY	2013-11-18	2013-11-21	50000.000000		2014-05-22	0.053500	2013-11-22	2015/10/15
FGAA13202J	SPT_LBS	X_CNBD	111	2	CNY	2014-01-09	2014-01-09	500000.000000		2014-03-10	0.063000	2014-01-09	2015/10/15
FGAA13178A	SPT_LBS	X_CNBD	105	2	CNY	2013-11-21	2013-11-24	50000.000000		2014-01-27	0.054000	2013-11-25	2015/10/15
FSAA1603WB	SPT_LBS	X_CNBD		2	CNY	2016-01-14	2016-01-14	100000.000000	非凡资产管理半年增利普通款	2016-07-21	0.045000	2016-01-21	2016/1/21
FSAA14367M	SPT_LBS	X_CNBD		2	CNY	2014-11-06	2014-11-06	50000.000000	非凡资产管理季增利普通款	2015-02-12	0.052500	2014-11-13	2015/10/15
FGAA15311A	SPT_LBS	X_CNBD		2	CNY	2015-04-29	2015-04-29	500000.000000	非凡资产管理季增利对公款	2015-08-04	0.052000	2015-05-04	2015/10/15
FSAA14266M	SPT_LBS	X_CNBD		2	CNY	2014-09-04	2014-09-04	50000.000000	非凡资产管理双月增利普通款	2014-11-11	0.053500	2014-09-11	2015/10/15
FSAA13124N	SPT_LBS	X_CNBD	0	2	CNY	2013-08-07	2013-08-07	100000.000000	非凡资产管理双月增利普通款	2013-10-14	0.050500	2013-08-13	2015/10/15
FSAA14151D	SPT_LBS	X_CNBD	131	2	CNY	2014-05-26	2014-05-26	1000000.000000	非凡资产管理季增利尊享款	2014-08-29	0.055000	2014-05-29	2015/10/15
FSAA14320N	SPT_LBS	X_CNBD		2	CNY	2014-10-10	2014-10-10	100000.000000	非凡资产管理4个月增利普通款	2015-02-17	0.054000	2014-10-14	2015/10/15
FGAA13191A	SPT_LBS	X_CNBD	108	2	CNY	2013-12-12	2013-12-15	500000.000000		2014-03-17	0.058000	2013-12-16	2015/10/15
FGAA15003T	SPT_LBS	X_CNBD		2	CNY	2015-01-04	2015-01-04	10000000.000000	非凡资产管理双月增利对公款	2015-03-06	0.055000	2015-01-06	2015/12/21
FSAA13223D	SPT_LBS	X_CNBD	102	2	CNY	2013-11-04	2013-11-06	1000000.000000		2013-12-12	0.050500	2013-11-07	2015/10/15
FSAA13306D	SPT_LBS	X_CNBD	112	2	CNY	2014-01-13	2014-01-13	1000000.000000	非凡资产管理半年增利尊享款	2014-07-17	0.060000	2014-01-17	2015/10/15
FSFA15216A	SPT_LBS	X_CNBD		1	CNY	2015-10-29	2015-10-29	50000.000000	非凡资产管理35天保本普通款	2015-12-08	0.037000	2015-11-03	2015/10/28
FSAA14378D	SPT_LBS	X_CNBD		2	CNY	2014-11-13	2014-11-13	1000000.000000	非凡资产管理双月增利尊享款	2015-01-19	0.053000	2014-11-18	2015/10/15
FGAA14050A	SPT_LBS	X_CNBD	125	2	CNY	2014-04-10	2014-04-10	500000.000000	非凡资产管理双月增利对公款	2014-06-16	0.052000	2014-04-14	2015/10/15
FGAA14132B	SPT_LBS	X_CNBD		2	CNY	2014-09-01	2014-09-01	500000.000000	非凡资产管理4个月增利对公款	2015-01-08	0.051500	2014-09-04	2015/10/15
FSAA15346A	SPT_LBS	X_CNBD		2	CNY	2015-07-21	2015-07-21	50000.000000	非凡资产管理4个月增利普通款	2015-11-27	0.052500	2015-07-24	2015/10/15
FSAA14277A	SPT_LBS	X_CNBD		2	CNY	2014-09-16	2014-09-16	50000.000000	非凡资产管理35天增利普通款	2014-10-23	0.053000	2014-09-18	2015/10/15
FSAA15153B	SPT_LBS	X_CNBD		2	CNY	2015-04-01	2015-04-01	200000.000000	非凡资产管理季增利高端款	2015-07-03	0.055000	2015-04-03	2015/12/21
FSAA14367A	SPT_LBS	X_CNBD		2	CNY	2014-11-05	2014-11-05	50000.000000	非凡资产管理季增利普通款	2015-02-11	0.051000	2014-11-11	2015/10/15
FSAA15495B	SPT_LBS	X_CNBD		2	CNY	2015-10-16	2015-10-16	200000.000000	非凡资产管理季增利高端款	2016-01-20	0.048000	2015-10-20	2015/10/15
FSAA1569GA	SPT_LBS	X_CNBD		2	CNY	2015-08-27	2015-08-27	50000.000000	非凡资产管理双月增利普通款	2015-11-02	0.052000	2015-09-01	2015/10/15
FGAA16104A	SPT_LBS	X_CNBD		2	CNY	2016-03-24	2016-03-24	500000.000000	非凡资产管理双月增利对公款	2016-05-30	0.039500	2016-03-28	2016/3/31
FSAA14227A	SPT_LBS	X_CNBD		2	CNY	2014-07-30	2014-07-30	50000.000000	非凡资产管理季增利普通款	2014-11-05	0.052000	2014-08-05	2015/10/15
FSFA16024A	SPT_LBS	X_CNBD		1	CNY	2016-02-25	2016-02-25	50000.000000	非凡资产管理半年保本普通款	2016-09-05	0.036000	2016-03-02	2016/2/25
FGAA13185T	SPT_LBS	X_CNBD	107	2	CNY	2013-12-05	2013-12-09	10000000.000000		2014-01-14	0.055000	2013-12-10	2015/10/15
FGFA14007A	SPT_LBS	X_CNBD		2	CNY	2014-07-25	2014-07-25	500000.000000	非凡资产管理35天保本对公款	2014-09-04	0.041000	2014-07-31	2015/10/15
FSAA14389D	SPT_LBS	X_CNBD		2	CNY	2014-11-21	2014-11-21	1000000.000000	非凡资产管理35天增利尊享款	2014-12-30	0.051000	2014-11-25	2015/10/15
FSAA14065B	SPT_LBS	X_CNBD	121	2	CNY	2014-03-13	2014-03-16	200000.000000		2014-04-21	0.056000	2014-03-17	2015/10/15
FGAA14116B	SPT_LBS	X_CNBD		2	CNY	2014-08-04	2014-08-04	500000.000000	非凡资产管理半年增利对公款	2015-02-09	0.052000	2014-08-07	2015/10/15
FSAA14408D	SPT_LBS	X_CNBD		2	CNY	2014-12-01	2014-12-01	1000000.000000	非凡资产管理双月增利尊享款	2015-02-04	0.052500	2014-12-04	2015/10/15
FSFA1608AA	SPT_LBS	X_CNBD		1	CNY	2016-03-17	2016-03-17	100000.000000	非凡资产管理35天保本普通款	2016-04-27	0.033500	2016-03-23	2016/3/16
FSAA15368D	SPT_LBS	X_CNBD		2	CNY	2015-08-03	2015-08-03	1000000.000000	非凡资产管理双月增利尊享款	2015-10-08	0.052500	2015-08-06	2015/10/15
FGAA15230B	SPT_LBS	X_CNBD		2	CNY	2015-04-07	2015-04-07	500000.000000	非凡资产管理半年增利对公款	2015-10-09	0.053000	2015-04-09	2015/10/15
FSAA1527FA	SPT_LBS	X_CNBD		2	CNY	2015-04-02	2015-04-02	100000.000000	非凡资产管理双月增利普通款	2015-06-09	0.053500	2015-04-09	2015/12/21
FSAA1607EB	SPT_LBS	X_CNBD		2	CNY	2016-01-28	2016-01-28	100000.000000	非凡资产管理双月增利普通款	2016-04-05	0.044500	2016-02-04	2016/1/27
FSAA14162D	SPT_LBS	X_CNBD	133	2	CNY	2014-06-06	2014-06-06	1000000.000000	非凡资产管理双月增利尊享款	2014-08-11	0.055000	2014-06-09	2015/10/15
FGFA14030C	SPT_LBS	X_CNBD		1	CNY	2014-12-31	2014-12-31	500000.000000	非凡资产管理季保本对公款	2015-03-30	0.043000	2015-01-06	2015/10/15
FSAA1541XA	SPT_LBS	X_CNBD		2	CNY	2015-05-21	2015-05-21	100000.000000	非凡资产管理半年增利普通款	2015-11-30	0.054500	2015-05-28	2015/10/15
FSAA14145B	SPT_LBS	X_CNBD	131	2	CNY	2014-05-22	2014-05-22	200000.000000	非凡资产管理35天增利高端款	2014-07-01	0.053000	2014-05-27	2015/10/15
FSAB12032B	SPT_DED	X_CNBD	0	2	CNY	2012-02-14	2012-02-14	200000.000000	非凡资产管理翠竹2W理财产品周四高端款	2017-12-31	0.037500	2012-02-16	2016/4/7
FSAA15337D	SPT_LBS	X_CNBD		2	CNY	2015-07-15	2015-07-15	1000000.000000	非凡资产管理35天增利尊享款	2015-08-24	0.053500	2015-07-20	2015/10/15
FSAA15265D	SPT_LBS	X_CNBD		2	CNY	2015-06-04	2015-06-04	1000000.000000	非凡资产管理35天增利尊享款	2015-07-13	0.054000	2015-06-08	2015/12/21
FSAA14264A	SPT_LBS	X_CNBD		2	CNY	2014-09-02	2014-09-02	50000.000000	非凡资产管理半年增利普通款	2015-03-05	0.051500	2014-09-05	2015/10/15
FSAA14044M	SPT_LBS	X_CNBD	118	2	CNY	2014-02-21	2014-02-21	50000.000000	非凡资产管理半年增利普通款	2014-08-25	0.059000	2014-02-25	2015/10/15
FGAA14088B	SPT_LBS	X_CNBD		2	CNY	2014-06-17	2014-06-17	500000.000000	非凡资产管理半年增利对公款	2014-12-22	0.053000	2014-06-20	2015/10/15
FGFA14025A	SPT_LBS	X_CNBD		2	CNY	2014-12-04	2014-12-04	500000.000000	非凡资产管理35天保本对公款	2015-01-13	0.041000	2014-12-09	2015/10/15
FSAA14266B	SPT_LBS	X_CNBD		2	CNY	2014-09-04	2014-09-04	200000.000000	非凡资产管理双月增利高端款	2014-11-10	0.052500	2014-09-09	2015/10/15
FSAA13258B	SPT_LBS	X_CNBD	106	2	CNY	2013-12-02	2013-12-05	200000.000000		2014-06-06	0.057500	2013-12-06	2015/10/15
FSAA16076B	SPT_LBS	X_CNBD		2	CNY	2016-02-24	2016-02-24	200000.000000	非凡资产管理4个月增利高端款	2016-07-04	0.044000	2016-02-29	2016/2/25
FSAA14199B	SPT_LBS	X_CNBD		2	CNY	2014-07-08	2014-07-08	200000.000000	非凡资产管理季增利高端款	2014-10-11	0.054000	2014-07-11	2015/10/15
FSAA15054B	SPT_LBS	X_CNBD		2	CNY	2015-01-29	2015-01-29	200000.000000	非凡资产管理半年增利高端款	2015-08-03	0.053500	2015-02-03	2015/12/21
FSAA1525BA	SPT_LBS	X_CNBD		2	CNY	2015-03-26	2015-03-26	100000.000000	非凡资产管理35天增利普通款	2015-05-07	0.056500	2015-04-02	2015/12/21
FSAA13133D	SPT_LBS	X_CNBD	0	2	CNY	2013-08-16	2013-08-16	1000000.000000	非凡资产管理季增利尊享款	2013-11-20	0.052000	2013-08-20	2015/10/15
FSAA14233A	SPT_LBS	X_CNBD		2	CNY	2014-08-07	2014-08-07	50000.000000	非凡资产管理35天增利普通款	2014-09-16	0.050500	2014-08-12	2015/10/15
FGAA14079A	SPT_LBS	X_CNBD	132	2	CNY	2014-05-29	2014-05-29	500000.000000	非凡资产管理季增利对公款	2014-09-03	0.052000	2014-06-03	2015/10/15
FSAA15116A	SPT_LBS	X_CNBD		2	CNY	2015-03-09	2015-03-09	50000.000000	非凡资产管理双月增利普通款	2015-05-12	0.054500	2015-03-12	2015/12/21
FSAA14091R	SPT_LBS	X_CNBD	124	2	CNY	2014-04-02	2014-04-02	100000.000000	非凡资产管理季增利普通款	2014-07-08	0.056500	2014-04-08	2015/10/15
FSAA13126N	SPT_LBS	X_CNBD	0	2	CNY	2013-08-07	2013-08-07	100000.000000	非凡资产管理半年增利普通款	2014-02-14	0.052500	2013-08-14	2015/10/15
FGAA15538T	SPT_LBS	X_CNBD		2	CNY	2015-08-03	2015-08-03	10000000.000000	非凡资产管理季增利对公款	2015-11-06	0.049000	2015-08-06	2015/10/15
FSAA1565AB	SPT_LBS	X_CNBD		2	CNY	2015-08-13	2015-08-13	100000.000000	非凡资产管理35天增利普通款	2015-09-24	0.051000	2015-08-20	2015/10/15
FSAA14133A	SPT_LBS	X_CNBD	129	2	CNY	2014-05-13	2014-05-13	50000.000000	非凡资产管理35天增利普通款	2014-06-19	0.052000	2014-05-15	2015/10/15
FSAA16087A	SPT_LBS	X_CNBD		2	CNY	2016-03-02	2016-03-02	50000.000000	非凡资产管理季增利普通款	2016-06-07	0.043000	2016-03-07	2016/3/1
FGAA14131B	SPT_LBS	X_CNBD		2	CNY	2014-09-02	2014-09-02	500000.000000	非凡资产管理季增利对公款	2014-12-04	0.050500	2014-09-05	2015/10/15
FSAA13101A	SPT_LBS	X_CNBD	0	2	CNY	2013-07-05	2013-07-05	50000.000000	非凡资产管理35天增利普通款	2013-08-13	0.047000	2013-07-09	2015/10/15
FSFA1536DA	SPT_LBS	X_CNBD		1	CNY	2015-09-11	2015-09-11	50000.000000	非凡资产管理双月保本普通款	2015-11-18	0.038500	2015-09-18	2015/10/15
FSAA15558A	SPT_LBS	X_CNBD		2	CNY	2015-11-18	2015-11-18	50000.000000	非凡资产管理半年增利普通款	2016-05-23	0.045500	2015-11-23	2015/11/20
FSAA13179R	SPT_LBS	X_CNBD	097	2	CNY	2013-09-25	2013-09-29	100000.000000		2013-11-04	0.055000	2013-09-30	2015/10/15
FGAA15074C	SPT_LBS	X_CNBD		2	CNY	2015-01-30	2015-01-30	100000000.000000	非凡资产管理35天增利对公款	2015-03-06	0.055000	2015-01-30	2015/12/21
FSAA13218N	SPT_LBS	X_CNBD	101	2	CNY	2013-10-29	2013-10-31	100000.000000		2014-05-05	0.053500	2013-11-01	2015/10/15
FSAA14257B	SPT_LBS	X_CNBD		2	CNY	2014-08-27	2014-08-27	200000.000000	非凡资产管理35天增利高端款	2014-10-08	0.052500	2014-09-01	2015/10/15
FSAA16162A	SPT_LBS	X_CNBD		2	CNY	2016-04-14	2016-04-14	50000.000000	非凡资产管理半年增利普通款	2016-10-19	0.042000	2016-04-19	2016/4/26
FSAA1553EC	SPT_LBS	X_CNBD		2	CNY	2015-07-02	2015-07-02	100000.000000	非凡资产管理双月增利普通款	2015-09-09	0.053500	2015-07-09	2015/10/15
FGAA15753B	SPT_LBS	X_CNBD		2	CNY	2015-12-21	2015-12-21	500000.000000	非凡资产管理双月增利对公款	2016-02-24	0.043500	2015-12-24	2015/12/21
