核心客户号,Y107,Y170,Y130,所属机构,性别,年龄,婚姻,学历,从属行业,理财抗风险等级,客户层级,新老客户标记,五级分类,小微客户类型,消费类资产产品,纯消费性微贷标记,纯质押贷款标记,非储投资偏好,高金融资产标记,购买大额他行理财标记,大额消费标记,信用卡高还款标记,信用卡高端消费标记,优质行业标记,高代发额客户标记,潜在高端客户标记,客户贡献度,客户活跃度,客户渠道偏好,客户金融资产偏好,Rank_107
1505073563,0,0,0,德阳分行,女,27.0,,,,,有效户,老客户,正常类,非小微客户,消费型微贷,纯消费类微贷客户,,,,,,,,,,,低贡献,较高活跃,POS交易偏好型,贷款偏好型,219
1505080641,0,0,0,锦江支行,女,47.0,,,,,无效户,老客户,正常类,小微有贷未结清客户,,,,,,,,,,,,,,,,,1564
1505081004,0,0,1,荷花池支行,男,68.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,较高活跃,渠道均衡型,理财偏好型,3150
1505082356,0,1,0,建设路支行,女,54.0,,,,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,网银偏好型,理财偏好型,4423
1505085202,1,0,0,科华支行,女,39.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,高活跃,网银偏好型,定存偏好型,1912
1505091500,0,0,0,锦兴支行,男,34.0,,,,,银卡,老客户,正常类,小微无贷户,,,,,,,大额消费行为,,,,,潜在高端客户,较高贡献,高活跃,手机银行偏好型,定存偏好型,3463
1505101731,0,1,1,永丰支行,女,64.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,中贡献,较高活跃,渠道均衡型,资产均衡型,2717
1505112573,0,1,0,蜀汉支行,,,,,,,,,,,,,,,,,,,,,,,,,,,4374
1505113017,0,0,0,蜀汉支行,男,70.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,渠道均衡型,资产均衡型,1704
1505113172,0,0,0,新都支行,男,63.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,网银偏好型,基债偏好型,1279
1505117493,1,0,0,蜀汉支行,女,56.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,POS交易偏好型,资产均衡型,1000
1505120388,1,0,0,科华支行,女,49.0,,,,温和成长型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,自助设备偏好型,定存偏好型,260
1505120665,0,0,1,骡马市支行,女,53.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,较高贡献,高活跃,POS交易偏好型,资产均衡型,1237
1505122204,0,0,0,光华支行,男,35.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,大额消费行为,,,,,潜在高端客户,中贡献,较高活跃,手机银行偏好型,理财偏好型,3651
1505137865,0,1,1,崇州支行,女,44.0,,,,积极成长型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,中活跃,渠道均衡型,理财偏好型,918
1505146755,0,0,0,荷花池支行,女,40.0,,,,,有效户,老客户,正常类,小微有贷未结清客户,,,,,,,,,,,,,高贡献,中活跃,柜台偏好型,贷款偏好型,177
1505161206,0,0,0,新都支行,女,74.0,,,,稳健保守型,银卡,老客户,正常类,小微无贷户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,手机银行偏好型,资产均衡型,1203
1505170288,0,0,0,九眼桥支行,女,45.0,,,,,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,高活跃,POS交易偏好型,活储偏好型,1414
1505173279,0,0,0,西体路支行,男,71.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,渠道均衡型,资产均衡型,507
1505174697,1,0,0,金沙支行,女,42.0,,,,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,自助设备偏好型,资产均衡型,3001
1505175174,0,0,0,建设路支行,女,42.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,中活跃,柜台偏好型,定存偏好型,410
1505175201,0,0,0,西体路支行,男,59.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,较高活跃,自助设备偏好型,活储偏好型,140
1505176498,0,0,0,荷花池支行,女,45.0,,,,,无效户,老客户,正常类,小微无贷户,,,,,,,大额消费行为,,,,,潜在高端客户,中贡献,高活跃,POS交易偏好型,定存偏好型,1389
1505185775,0,0,0,科华支行,男,43.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,大额消费行为,,,从事优质行业,,潜在高端客户,中贡献,高活跃,自助设备偏好型,活储偏好型,1603
1505193028,0,1,0,永丰支行,男,65.0,,,,,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,中贡献,较高活跃,柜台偏好型,定存偏好型,707
1505196696,0,0,0,荷花池支行,男,45.0,,,,,有效户,老客户,正常类,小微无贷户,,,,,,,大额消费行为,,,,,潜在高端客户,高贡献,较高活跃,POS交易偏好型,活储偏好型,236
1505204131,0,0,0,永丰支行,女,58.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,中活跃,POS交易偏好型,资产均衡型,132
1505213427,0,1,0,东风支行,男,65.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中保险偏好,,,大额消费行为,,,,,潜在高端客户,较低贡献,较高活跃,渠道均衡型,基债偏好型,68
1505219779,0,1,0,东风支行,男,61.0,,,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,购买了大额他行理财,大额消费行为,,,,,潜在高端客户,较低贡献,高活跃,手机银行偏好型,资产均衡型,1112
1505232693,0,0,0,永丰支行,女,46.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,较高活跃,渠道均衡型,活储偏好型,1859
1505255116,1,0,0,营业部,男,63.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,渠道均衡型,资产均衡型,2882
1505256207,1,0,1,新津支行,女,53.0,,本科,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,柜台偏好型,定存偏好型,2729
1505256957,0,1,0,光华支行,女,52.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,低活跃,渠道均衡型,理财偏好型,505
1505269410,0,0,0,建设路支行,男,70.0,,,,稳健保守型,钻卡,老客户,正常类,小微无贷户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,自助设备偏好型,资产均衡型,4288
1505272750,0,0,0,滨江支行,男,59.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,高活跃,自助设备偏好型,定存偏好型,3614
1505274859,1,0,1,东风支行,男,70.0,,,,非常保守型,银卡,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,较高贡献,较高活跃,渠道均衡型,定存偏好型,585
1505277821,0,0,1,新都支行,男,61.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,大额消费行为,,,,,潜在高端客户,中贡献,较高活跃,渠道均衡型,资产均衡型,1096
1505319752,0,0,0,清江支行,女,36.0,,,,温和成长型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,渠道均衡型,资产均衡型,1719
1505320787,0,0,0,清江支行,女,63.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,高活跃,渠道均衡型,资产均衡型,1497
1505320939,0,1,0,东风支行,女,42.0,,,,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,渠道均衡型,资产均衡型,4348
1505323260,1,0,0,科华支行,女,62.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,POS交易偏好型,定存偏好型,2724
1505326089,0,0,0,光华支行,女,43.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,较高活跃,网银偏好型,定存偏好型,2529
1505327105,0,0,0,科华支行,女,66.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,低贡献,低活跃,自助设备偏好型,定存偏好型,4868
1505334462,0,0,0,骡马市支行,女,50.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,POS交易偏好型,资产均衡型,2324
1505336813,0,0,0,高新支行,女,28.0,,,,温和成长型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,高活跃,渠道均衡型,资产均衡型,3370
1505337659,0,1,0,永丰支行,女,47.0,,,,温和成长型,有效户,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,低贡献,中活跃,渠道均衡型,理财偏好型,2764
1505338485,0,0,0,永丰支行,男,71.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,高活跃,网银偏好型,定存偏好型,2376
1505339165,0,1,1,科华支行,女,67.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,较低贡献,较高活跃,渠道均衡型,资产均衡型,3275
1505339432,0,0,1,永丰支行,女,24.0,,,,积极成长型,无效户,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,较低贡献,高活跃,渠道均衡型,活储偏好型,4176
1505339572,1,0,0,清江支行,女,54.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,较高活跃,渠道均衡型,定存偏好型,4356
1505343177,0,1,0,营业部,女,41.0,,,,,银卡,老客户,正常类,小微有贷未结清客户,,,,非储中保险偏好,,,,,,,,,高贡献,高活跃,手机银行偏好型,贷款偏好型,4559
1505344135,1,1,0,新都支行,女,43.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,高活跃,自助设备偏好型,理财偏好型,4323
1505346106,0,0,0,金牛支行,男,31.0,,,,,金卡,老客户,正常类,小微有贷未结清客户,,,,,高金融资产,,,信用卡高还款额,,,,潜在高端客户,高贡献,高活跃,手机银行偏好型,贷款偏好型,3753
1505349990,0,0,0,九眼桥支行,女,43.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,大额消费行为,,,,,潜在高端客户,较高贡献,较高活跃,手机银行偏好型,理财偏好型,3137
1505351072,0,0,1,蜀汉支行,女,69.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,POS交易偏好型,定存偏好型,1059
1505366550,1,0,0,高新支行,男,30.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,渠道均衡型,资产均衡型,953
1505381766,0,0,0,新都支行,男,77.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,中活跃,柜台偏好型,资产均衡型,1935
1505385778,0,0,0,滨江支行,男,41.0,未婚,,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,中活跃,柜台偏好型,理财偏好型,4672
1505388771,0,0,0,骡马市支行,男,38.0,,,,,无效户,老客户,正常类,小微有贷未结清客户,,,,,,,,,,,,,,,,,4426
1505394195,1,0,1,德阳分行,女,65.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中基金偏好,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,渠道均衡型,定存偏好型,45
1505398363,0,0,0,东风支行,男,75.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,自助设备偏好型,资产均衡型,5143
1505400584,0,0,0,营业部,女,46.0,,,,,有效户,老客户,正常类,小微无贷户,,,,,,,大额消费行为,,,,,潜在高端客户,较高贡献,高活跃,自助设备偏好型,定存偏好型,335
1505400862,0,0,0,分行本级,男,26.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,中活跃,自助设备偏好型,活储偏好型,826
1505403454,1,0,0,骡马市支行,女,44.0,,,,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,渠道均衡型,资产均衡型,319
1505428650,1,0,0,东风支行,男,54.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,中活跃,自助设备偏好型,活储偏好型,2169
1505436424,1,0,1,德阳分行,男,79.0,,,,非常保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,自助设备偏好型,定存偏好型,1315
1505445885,1,0,0,科华支行,女,41.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,手机银行偏好型,资产均衡型,359
1505448896,0,0,0,新都支行,男,30.0,未婚,本科,,温和成长型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,高活跃,渠道均衡型,定存偏好型,1300
1505449037,1,0,1,德阳分行,男,70.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,渠道均衡型,资产均衡型,2267
1505453172,0,1,1,郫县支行,女,54.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,高贡献,高活跃,POS交易偏好型,定存偏好型,1426
1505457185,0,0,0,建设路支行,男,39.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,大额消费行为,,,,,潜在高端客户,较高贡献,高活跃,网银偏好型,活储偏好型,408
1505469824,0,0,0,永丰支行,女,31.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,高活跃,手机银行偏好型,活储偏好型,4365
1505475795,1,0,1,德阳分行,男,82.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,手机银行偏好型,资产均衡型,1924
1505477910,0,0,0,建设路支行,女,26.0,,,,,无效户,老客户,正常类,非小微客户,,,,,,,,,,,,,低贡献,低活跃,自助设备偏好型,活储偏好型,3065
1505487880,0,0,0,新都支行,男,37.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,中贡献,中活跃,柜台偏好型,活储偏好型,2783
1505489179,0,0,0,锦江支行,男,54.0,,,,,银卡,老客户,正常类,小微有贷未结清客户,,,,,,,,,,,,,高贡献,高活跃,网银偏好型,贷款偏好型,889
1505491215,1,0,0,新都支行,女,57.0,,,,非常保守型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,低贡献,中活跃,渠道均衡型,活储偏好型,226
1505492211,1,0,0,滨江支行,女,56.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,自助设备偏好型,理财偏好型,2618
1505502505,1,0,0,铁像寺支行,男,61.0,,,,稳健保守型,金卡,新客户,正常类,小微无贷户,,,,非储中理财偏好,,,,,,,,,高贡献,高活跃,柜台偏好型,资产均衡型,533
1505508603,0,1,0,西体路支行,男,63.0,,,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,手机银行偏好型,资产均衡型,1683
1505528583,0,1,0,永丰支行,女,63.0,,,,,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,低贡献,较高活跃,自助设备偏好型,基债偏好型,578
1505532690,1,0,0,骡马市支行,女,38.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,较高活跃,柜台偏好型,定存偏好型,4277
1505534097,0,0,1,清江支行,女,62.0,,,,温和成长型,有效户,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,低贡献,低活跃,手机银行偏好型,基债偏好型,1481
1505534564,0,0,0,光华支行,男,71.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,高活跃,自助设备偏好型,定存偏好型,804
1505536064,0,0,0,东风支行,女,34.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,POS交易偏好型,资产均衡型,4289
1505537246,0,0,0,滨江支行,男,79.0,已婚,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,POS交易偏好型,资产均衡型,3517
1505538035,0,0,0,滨江支行,男,42.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,大额消费行为,,,,,潜在高端客户,较高贡献,较高活跃,网银偏好型,理财偏好型,4123
1505539605,1,1,0,东风支行,女,38.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,高活跃,渠道均衡型,定存偏好型,5073
1505541744,0,0,0,新津支行,男,35.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,较高活跃,渠道均衡型,定存偏好型,841
1505553208,0,0,0,骡马市支行,女,28.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,从事优质行业,,潜在高端客户,低贡献,高活跃,渠道均衡型,基债偏好型,2642
1505562708,0,0,0,新都支行,男,41.0,,,,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,较高活跃,自助设备偏好型,理财偏好型,3191
1505564724,0,1,0,永丰支行,女,63.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,大额消费行为,,,,,潜在高端客户,较低贡献,较高活跃,渠道均衡型,资产均衡型,149
1505569230,0,0,0,西体路支行,男,27.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,低贡献,较高活跃,自助设备偏好型,定存偏好型,4778
1505582846,0,0,1,神仙树支行,女,76.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,低贡献,较高活跃,手机银行偏好型,基债偏好型,5380
1505588413,0,0,0,蜀汉支行,女,64.0,,,,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,网银偏好型,理财偏好型,5358
1505605332,0,1,0,锦兴支行,女,62.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,较低贡献,较高活跃,渠道均衡型,基债偏好型,4549
1505639244,0,0,0,新都支行,女,44.0,,,,温和成长型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,高活跃,自助设备偏好型,定存偏好型,5068
1505640098,1,1,1,德阳分行,女,69.0,已婚,中专或高中,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中基金偏好,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,渠道均衡型,定存偏好型,261
1505658307,0,0,0,建设路支行,男,40.0,,,,,金卡,老客户,正常类,小微无贷户,,,,,高金融资产,,大额消费行为,,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,定存偏好型,2015
1505660321,0,0,0,骡马市支行,男,29.0,,,,温和成长型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,高活跃,手机银行偏好型,基债偏好型,4088
1505692859,0,0,0,西体路支行,女,49.0,,,,,金卡,老客户,正常类,非小微客户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,自助设备偏好型,定存偏好型,207
1505694025,1,0,0,新都支行,女,67.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,低活跃,POS交易偏好型,定存偏好型,1792
1505699289,1,1,0,蜀汉支行,女,54.0,,,,稳健保守型,钻卡,老客户,正常类,非小微客户,,,,非储中保险偏好,高金融资产,,,,,,,潜在高端客户,高贡献,中活跃,柜台偏好型,基债偏好型,2534
1505701222,0,0,0,金牛支行,男,54.0,,,,,有效户,老客户,正常类,小微有贷未结清客户,,,,,,购买了大额他行理财,,,,,,潜在高端客户,高贡献,中活跃,POS交易偏好型,贷款偏好型,3644
1505709443,0,0,1,德阳分行,女,42.0,,,,积极成长型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,手机银行偏好型,资产均衡型,3864
1505709571,0,0,1,德阳分行,女,41.0,,,,积极成长型,银卡,老客户,正常类,非小微客户,,,,非储中基金偏好,,,大额消费行为,,,,,潜在高端客户,较低贡献,较高活跃,渠道均衡型,基债偏好型,2896
1505709777,0,1,1,德阳分行,女,43.0,,,,积极成长型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,渠道均衡型,理财偏好型,3440
1505713092,0,0,0,新都支行,男,33.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,高活跃,手机银行偏好型,活储偏好型,3347
1505715804,0,0,0,永丰支行,女,45.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,手机银行偏好型,资产均衡型,347
1505716316,1,0,0,滨江支行,女,51.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,较高活跃,手机银行偏好型,资产均衡型,609
1505725791,0,0,0,郫县支行,男,43.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,高活跃,手机银行偏好型,活储偏好型,1925
1505727817,0,0,1,高新支行,女,41.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,渠道均衡型,资产均衡型,776
1505728201,0,0,0,高新支行,女,30.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,较高活跃,渠道均衡型,定存偏好型,4799
1505732078,0,1,0,崇州支行,女,60.0,,,,,有效户,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,,,,,4405
1505732346,0,0,0,科华支行,女,43.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,高活跃,自助设备偏好型,活储偏好型,4400
1505732661,1,0,0,金牛支行,女,60.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,高活跃,POS交易偏好型,定存偏好型,4224
1505732689,1,0,1,光华支行,男,62.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,中贡献,较高活跃,渠道均衡型,定存偏好型,4585
1505735315,0,0,0,新都支行,女,43.0,已婚,专科,,温和成长型,金卡,老客户,正常类,非小微客户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,低活跃,网银偏好型,活储偏好型,4528
1505735775,0,0,0,清江支行,女,42.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,自助设备偏好型,定存偏好型,3965
1505736664,0,0,0,蜀汉支行,男,33.0,,,,温和成长型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,高活跃,渠道均衡型,定存偏好型,5222
1505736958,0,0,0,西体路支行,女,65.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,POS交易偏好型,定存偏好型,5085
1505737886,1,0,0,高新支行,女,66.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,自助设备偏好型,资产均衡型,4060
1505740278,1,0,0,金沙支行,男,63.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,中活跃,渠道均衡型,定存偏好型,2326
1505740874,1,0,0,新都支行,女,60.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,中活跃,自助设备偏好型,资产均衡型,4014
1505742238,1,0,0,光华支行,女,36.0,,,,温和成长型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较低贡献,中活跃,手机银行偏好型,理财偏好型,2536
1505744544,0,0,1,郫县支行,男,65.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,手机银行偏好型,资产均衡型,1333
1505746054,1,0,0,蜀汉支行,女,24.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,低贡献,较高活跃,渠道均衡型,基债偏好型,3266
1505746179,0,0,0,锦江支行,女,59.0,未婚,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,高代发额客户,潜在高端客户,较低贡献,中活跃,手机银行偏好型,理财偏好型,5033
1505746359,0,0,0,东风支行,男,30.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,柜台偏好型,理财偏好型,4011
1505747097,0,0,1,建设路支行,女,77.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,网银偏好型,定存偏好型,5489
1505755018,0,1,0,滨江支行,女,41.0,,,,稳健保守型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,手机银行偏好型,资产均衡型,1186
1505759028,0,0,0,神仙树支行,女,73.0,,,,中庸型,无效户,老客户,正常类,非小微客户,,,,,,,,,,,,,,,,,3482
1505760737,0,0,0,经开区支行,男,62.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,高活跃,渠道均衡型,资产均衡型,3972
1505781122,0,0,0,东风支行,女,66.0,未婚,,,稳健保守型,钻卡,老客户,正常类,非小微客户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,定存偏好型,2325
1505783505,1,0,0,科华支行,女,28.0,,,,温和成长型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,,,,,2945
1505785915,0,0,0,蜀汉支行,男,75.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,大额消费行为,,,,,潜在高端客户,中贡献,低活跃,POS交易偏好型,理财偏好型,2927
1505792719,0,0,0,骡马市支行,女,56.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,自助设备偏好型,资产均衡型,107
1505795192,0,0,0,建设路支行,女,46.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,中活跃,网银偏好型,定存偏好型,3930
1505798261,0,0,1,神仙树支行,女,55.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,自助设备偏好型,资产均衡型,4215
